XCHANGING,Technology,Information Technology Services
XELPMOC,Technology,Information Technology Services
XPROINDIA,Basic Materials,Specialty Chemicals
YESBANK,Financial Services,Banks—Regional
ZEEL,Communication Services,Broadcasting
ZEELEARN,Consumer Defensive,Education & Training Services
ZEEMEDIA,Communication Services,Broadcasting
ZENITHBIR,Basic Materials,Steel
ZENITHEXPO,Consumer Cyclical,Textile Manufacturing
ZENSARTECH,Technology,Information Technology Services
ZENTEC,Industrials,Aerospace & Defense
ZICOM,Industrials,Security & Protection Services
ZODIACLOTH,Consumer Cyclical,Apparel Manufacturing
ZODJRDMKJ,Consumer Cyclical,Luxury Goods
ZOTA,Healthcare,Biotechnology
ZUARI,Basic Materials,Agricultural Inputs
ZUARIGLOB,Industrials,Conglomerates
ZYDUSWELL,Consumer Defensive,Packaged Foods
